word,Information
sq,"[['00320', 1, [80]]]"
squamous,"[['01155', 1, [17]]]"
squar,"[['00597', 2, [28, 38]], ['00520', 1, [107]]]"
sraw,"[['00022', 6, [26, 36, 50, 56, 64, 90]]]"
ss,"[['00983', 1, [7]], ['00366', 1, [37]]]"
ssc,"[['01120', 1, [29]]]"
st,"[['00008', 4, [79, 132, 142, 204]], ['00291', 1, [34]], ['00346', 1, [60]], ['00131', 1, [66]]]"
stabil,"[['01139', 2, [19, 138]], ['00265', 1, [8]], ['00053', 1, [56]], ['01127', 1, [63]], ['00126', 1, [109]], ['00416', 1, [56]], ['01055', 1, [56]], ['00638', 2, [14, 31]]]"
stabilis,"[['00265', 2, [43, 51]]]"
stabl,"[['01139', 2, [127, 132]], ['01099', 1, [66]], ['01102', 1, [39]], ['00892', 1, [205]], ['00660', 1, [14]], ['00260', 1, [40]], ['00265', 1, [30]], ['01202', 1, [55]], ['00501', 1, [59]], ['01059', 1, [75]], ['01086', 1, [41]], ['00372', 1, [77]], ['00104', 2, [36, 60]], ['01112', 1, [121]], ['00527', 1, [44]], ['00669', 1, [106]], ['00614', 1, [42]], ['00950', 1, [89]]]"
staff,"[['00239', 1, [20]], ['00999', 1, [60]], ['01036', 1, [47]], ['00628', 1, [35]]]"
staffordshir,"[['00038', 1, [21]]]"
stag,"[['00178', 6, [32, 53, 68, 78, 101, 109]]]"
stage,"[['00567', 1, [67]], ['00192', 1, [55]], ['00662', 1, [72]], ['00462', 1, [92]], ['01087', 1, [45]], ['00592', 1, [65]], ['01034', 1, [86]], ['00373', 1, [40]], ['00548', 1, [54]], ['00821', 1, [66]], ['00287', 1, [55]], ['00332', 1, [70]], ['00442', 1, [62]], ['00734', 1, [65]], ['00641', 1, [18]], ['00335', 1, [6]], ['00630', 1, [87]], ['01029', 1, [43]], ['00434', 1, [44]], ['00201', 1, [91]]]"
stagnat,"[['00169', 1, [50]], ['00531', 1, [67]]]"
stain,"[['01210', 1, [34]], ['00895', 1, [26]], ['00006', 1, [85]], ['00075', 1, [22]], ['00529', 1, [21]], ['00455', 2, [18, 41]], ['00243', 1, [26]], ['00141', 1, [82]], ['00521', 1, [116]], ['00257', 1, [47]], ['00121', 1, [51]], ['00673', 3, [71, 132, 140]], ['00309', 1, [40]], ['01125', 2, [42, 56]], ['01121', 1, [127]], ['00099', 1, [15]]]"
stainabl,"[['00709', 1, [28]]]"
stand,"[['01058', 1, [41]], ['00324', 1, [34]], ['00340', 1, [15]], ['01218', 1, [3]], ['00040', 2, [25, 68]]]"
standard,"[['01164', 1, [11]], ['00144', 1, [112]], ['00077', 5, [1, 28, 44, 99, 136]], ['00192', 2, [37, 115]], ['00731', 1, [26]], ['00739', 1, [84]], ['00738', 1, [43]], ['00258', 3, [93, 107, 117]], ['00307', 1, [152]], ['00883', 1, [39]], ['00250', 1, [89]], ['00448', 1, [25]], ['00268', 1, [16]], ['00304', 1, [16]], ['00111', 1, [65]], ['00181', 1, [38]], ['00368', 3, [85, 98, 127]], ['01123', 1, [46]], ['00203', 1, [43]], ['01052', 2, [36, 42]], ['00261', 1, [25]], ['00127', 1, [21]], ['00048', 1, [13]], ['00137', 1, [1]], ['00821', 1, [71]], ['00404', 2, [47, 63]], ['00813', 1, [65]], ['00618', 1, [41]], ['00155', 1, [48]], ['01083', 1, [132]], ['01207', 1, [121]], ['00573', 1, [51]], ['00093', 1, [21]], ['01107', 1, [29]], ['01070', 1, [62]], ['00719', 2, [22, 48]], ['00885', 1, [69]], ['01041', 1, [52]]]"
standardis,"[['00121', 1, [76]], ['00002', 1, [31]]]"
standpoint,"[['00551', 1, [29]]]"
staph,"[['00677', 1, [135]], ['00887', 3, [31, 51, 78]], ['00152', 1, [22]], ['00923', 3, [18, 27, 40]], ['00110', 2, [37, 48]]]"
stapholococc,"[['00048', 1, [67]]]"
staphyloccocus,"[['01000', 1, [86]]]"
staphylococc,"[['01192', 1, [55]], ['00384', 2, [20, 59]], ['00048', 2, [92, 106]], ['00223', 1, [53]], ['00088', 3, [6, 47, 54]]]"
staphylococci,"[['00887', 1, [65]], ['00923', 1, [55]], ['00745', 1, [120]]]"
staphylococcus,"[['00718', 2, [4, 11]], ['00062', 3, [75, 80, 97]], ['00922', 1, [18]], ['00008', 1, [40]], ['00887', 2, [2, 9]], ['00892', 1, [112]], ['00860', 2, [35, 114]], ['00179', 2, [1, 26]], ['00986', 2, [5, 27]], ['00160', 1, [69]], ['00923', 2, [2, 8]], ['01077', 1, [49]], ['00135', 1, [24]], ['00086', 2, [5, 8]], ['01112', 1, [98]], ['00668', 1, [20]], ['00505', 1, [42]], ['00271', 1, [31]], ['00061', 2, [65, 74]], ['00088', 1, [1]], ['00299', 1, [54]], ['00550', 1, [67]], ['00905', 2, [18, 59]], ['00745', 2, [3, 14]], ['01143', 2, [7, 44]]]"
stapl,"[['00073', 1, [92]]]"
star,"[['00270', 1, [55]]]"
starch,"[['00462', 1, [50]], ['00535', 1, [43]], ['00530', 1, [55]], ['00791', 1, [76]], ['00956', 4, [122, 132, 182, 199]]]"
starchgel,"[['00355', 1, [20]]]"
stare,"[['00768', 1, [10]]]"
start,"[['01221', 1, [49]], ['00212', 1, [12]], ['01232', 1, [41]], ['00414', 1, [46]], ['00456', 1, [9]], ['00776', 1, [13]], ['01150', 1, [58]], ['00550', 1, [53]], ['00864', 1, [59]], ['00628', 1, [12]]]"
state,"[['00157', 1, [13]], ['00601', 2, [14, 45]], ['00811', 1, [9]], ['00496', 1, [71]], ['00731', 1, [33]], ['00018', 1, [29]], ['00122', 2, [67, 99]], ['00478', 1, [54]], ['01162', 1, [26]], ['00542', 1, [113]], ['00279', 1, [117]], ['00774', 1, [12]], ['00705', 1, [44]], ['00089', 3, [57, 106, 112]], ['00889', 1, [36]], ['00844', 2, [50, 81]], ['00341', 1, [56]], ['00443', 1, [12]], ['00612', 1, [99]], ['00268', 1, [4]], ['01113', 1, [45]], ['00373', 1, [10]], ['00658', 1, [33]], ['00890', 1, [153]], ['00339', 1, [22]], ['00359', 1, [54]], ['01086', 1, [58]], ['00779', 2, [8, 19]], ['01096', 1, [12]], ['00185', 1, [94]], ['00652', 2, [18, 79]], ['00069', 1, [17]], ['00849', 1, [17]], ['00048', 1, [32]], ['00413', 1, [33]], ['01000', 1, [26]], ['00313', 1, [94]], ['00103', 1, [58]], ['00431', 1, [108]], ['00104', 1, [41]], ['00479', 1, [61]], ['00416', 1, [22]], ['00581', 1, [69]], ['00332', 1, [65]], ['00582', 1, [46]], ['00997', 1, [40]], ['00742', 1, [227]], ['00326', 1, [26]], ['00222', 1, [21]], ['00835', 1, [29]], ['00470', 1, [66]], ['00430', 1, [41]], ['00101', 1, [42]], ['00290', 1, [49]], ['01183', 1, [9]], ['01021', 1, [84]], ['01218', 1, [40]], ['00081', 1, [50]], ['00713', 1, [89]], ['00060', 2, [8, 39]], ['00138', 1, [51]], ['00557', 1, [42]], ['00959', 1, [112]], ['00531', 1, [48]], ['00433', 1, [21]], ['00559', 1, [179]], ['00432', 1, [78]], ['00199', 1, [46]], ['01179', 1, [20]], ['01098', 1, [20]], ['01001', 1, [53]]]"
statement,"[['00056', 1, [22]]]"
static,"[['01038', 2, [8, 24]]]"
stationari,"[['01029', 1, [58]]]"
statist,"[['00358', 1, [83]], ['00952', 1, [6]], ['00818', 1, [109]], ['00154', 1, [16]], ['00012', 1, [45]], ['01206', 1, [15]], ['01162', 1, [68]], ['01213', 1, [26]], ['00414', 1, [116]], ['00268', 1, [41]], ['00995', 1, [46]], ['01016', 1, [85]], ['00242', 1, [74]], ['00272', 1, [74]], ['00244', 1, [109]], ['01209', 1, [49]], ['00780', 1, [18]], ['00526', 2, [71, 82]], ['00167', 1, [15]], ['00961', 1, [75]], ['00661', 1, [101]], ['00676', 1, [146]], ['00679', 1, [28]], ['00284', 1, [27]], ['01157', 1, [88]], ['00639', 1, [57]], ['00635', 1, [49]], ['00348', 1, [56]], ['00820', 1, [45]], ['00667', 1, [51]], ['00278', 1, [102]], ['01001', 1, [63]], ['01160', 1, [88]]]"
statur,"[['01113', 1, [19]], ['00180', 1, [16]]]"
status,"[['00212', 1, [58]], ['00225', 1, [4]], ['01106', 1, [7]], ['00985', 1, [86]], ['00089', 1, [30]], ['00463', 1, [31]], ['00609', 1, [28]], ['00794', 4, [2, 8, 87, 123]], ['00844', 1, [106]], ['00050', 1, [30]], ['01115', 1, [59]], ['00612', 1, [36]], ['00181', 1, [9]], ['00373', 2, [58, 74]], ['01170', 1, [3]], ['01039', 3, [3, 24, 65]], ['00423', 1, [3]], ['01212', 2, [21, 39]], ['00185', 1, [148]], ['00015', 2, [42, 56]], ['00998', 1, [78]], ['00413', 1, [47]], ['01165', 1, [81]], ['00001', 2, [18, 47]], ['00581', 1, [51]], ['00992', 1, [70]], ['00473', 1, [49]], ['00676', 1, [27]], ['00449', 1, [21]], ['01108', 1, [46]], ['00415', 1, [38]], ['00614', 1, [43]], ['00956', 2, [29, 97]], ['00055', 1, [9]], ['00905', 1, [8]], ['00914', 1, [86]], ['00014', 1, [2]], ['00347', 3, [43, 78, 134]]]"
stay,"[['00193', 1, [41]], ['00031', 1, [84]]]"
stct,"[['01204', 2, [53, 106]]]"
stead,"[['00714', 1, [158]]]"
steadi,"[['00705', 1, [43]], ['00384', 1, [18]], ['00065', 2, [76, 86]], ['00247', 1, [10]]]"
steadili,"[['00345', 1, [85]]]"
steadyst,"[['01120', 1, [148]]]"
stearat,"[['01030', 1, [64]], ['00278', 1, [46]]]"
steatorrh,"[['00719', 1, [112]]]"
steatorrhea,"[['00421', 1, [83]], ['01106', 1, [56]], ['01101', 2, [76, 90]], ['00089', 2, [1, 42]], ['00417', 6, [1, 10, 22, 31, 73, 81]], ['00298', 1, [24]], ['00301', 1, [24]], ['01131', 1, [13]], ['01000', 1, [135]], ['00135', 1, [59]], ['00810', 2, [10, 35]], ['00899', 1, [83]], ['00676', 1, [42]], ['01062', 2, [40, 65]], ['01108', 1, [8]], ['00657', 1, [87]], ['00693', 1, [73]], ['00596', 1, [129]], ['00959', 4, [19, 29, 43, 85]]]"
steatorrhoea,"[['00030', 1, [15]], ['00928', 1, [7]], ['00816', 6, [22, 28, 31, 56, 79, 96]], ['00049', 1, [49]]]"
steatosi,"[['00601', 5, [2, 6, 15, 40, 59]], ['00870', 1, [63]]]"
steeper,"[['00372', 1, [106]]]"
stellar,"[['00040', 1, [31]]]"
stem,"[['00043', 1, [91]], ['00713', 1, [50]], ['00638', 1, [66]]]"
stenosi,"[['00248', 1, [69]]]"
step,"[['00542', 2, [94, 95]], ['00215', 1, [85]], ['00133', 1, [62]], ['00046', 1, [86]], ['00125', 2, [51, 92]], ['00646', 1, [80]], ['00946', 1, [9]]]"
stereolog,"[['00867', 1, [41]]]"
stereotyp,"[['00559', 1, [68]]]"
steril,"[['00351', 1, [68]], ['00467', 1, [106]], ['00511', 1, [39]], ['00398', 1, [73]], ['00322', 1, [98]], ['00832', 1, [52]], ['00687', 1, [24]]]"
steroid,"[['00973', 1, [110]], ['00331', 1, [44]], ['00385', 1, [22]], ['00394', 1, [52]], ['00840', 5, [8, 54, 113, 129, 136]], ['00416', 1, [28]], ['00835', 1, [53]], ['00991', 1, [17]]]"
sterol,"[['00765', 2, [60, 119]], ['00835', 1, [56]], ['00991', 1, [18]]]"
sterotyp,"[['00448', 1, [42]]]"
sti,"[['01202', 2, [43, 61]], ['00141', 4, [40, 42, 49, 62]]]"
sticki,"[['00330', 1, [33]], ['00189', 1, [47]]]"
stickier,"[['00776', 1, [58]]]"
stiff,"[['00024', 1, [46]]]"
stiinhibit,"[['00639', 3, [20, 34, 45]]]"
still,"[['00408', 1, [63]], ['00879', 1, [71]], ['01206', 1, [24]], ['01173', 1, [110]], ['00279', 1, [69]], ['00008', 1, [184]], ['00463', 1, [68]], ['00517', 1, [76]], ['00732', 1, [34]], ['00341', 1, [71]], ['00605', 1, [47]], ['01000', 1, [137]], ['00121', 1, [109]], ['01226', 1, [49]], ['01020', 1, [96]], ['00663', 1, [7]], ['00047', 1, [94]], ['00510', 1, [52]], ['00505', 1, [74]], ['00748', 1, [79]], ['01122', 1, [17]], ['01166', 1, [45]], ['01012', 1, [15]], ['00333', 1, [12]], ['00824', 1, [6]], ['00168', 1, [54]]]"
stimul,"[['00314', 2, [100, 116]], ['00973', 2, [67, 76]], ['01044', 1, [105]], ['00270', 1, [57]], ['00969', 1, [23]], ['00695', 1, [56]], ['01197', 3, [126, 153, 268]], ['00564', 1, [56]], ['00967', 1, [37]], ['00866', 1, [66]], ['00781', 1, [61]], ['00955', 4, [46, 76, 83, 105]], ['00114', 1, [11]], ['00195', 1, [7]], ['00548', 3, [25, 48, 58]], ['00261', 2, [72, 76]], ['01170', 1, [132]], ['01100', 1, [12]], ['00869', 2, [29, 37]], ['01238', 1, [17]], ['00048', 1, [105]], ['01165', 1, [25]], ['01224', 1, [14]], ['00929', 1, [19]], ['00786', 1, [39]], ['00526', 2, [21, 38]], ['00961', 4, [25, 65, 140, 145]], ['00595', 1, [53]], ['00742', 3, [176, 202, 209]], ['00992', 1, [46]], ['00092', 1, [26]], ['00953', 2, [54, 90]], ['00430', 1, [51]], ['00668', 1, [35]], ['01157', 1, [18]], ['00335', 1, [47]], ['00544', 1, [5]], ['00921', 1, [37]], ['00471', 1, [42]], ['00925', 4, [63, 84, 111, 145]], ['00846', 1, [15]], ['00719', 1, [46]], ['00498', 1, [50]], ['01172', 7, [49, 57, 64, 76, 85, 97, 111]], ['01168', 1, [24]]]"
stimulatori,"[['00442', 1, [80]]]"
stimuli,"[['00515', 1, [55]], ['00324', 2, [45, 49]], ['00056', 1, [47]], ['00060', 1, [19]], ['00925', 1, [75]]]"
stimulus,"[['00592', 1, [30]], ['01146', 2, [18, 26]]]"
stimulussecret,"[['01185', 1, [24]]]"
sting,"[['01061', 1, [11]]]"
stock,"[['00276', 1, [62]]]"
stomach,"[['00643', 1, [32]]]"
stomat,"[['00702', 1, [16]]]"
stone,"[['00935', 1, [18]], ['00443', 1, [30]], ['00582', 2, [6, 64]]]"
stool,"[['00098', 2, [78, 85]], ['00212', 1, [40]], ['00276', 1, [42]], ['00656', 1, [13]], ['00872', 1, [27]], ['00134', 2, [25, 33]], ['00233', 2, [5, 14]], ['00583', 1, [28]], ['00150', 1, [70]], ['00417', 4, [21, 26, 37, 69]], ['00298', 2, [8, 26]], ['01115', 1, [73]], ['00414', 2, [88, 104]], ['01128', 1, [78]], ['00932', 1, [19]], ['00301', 1, [18]], ['00291', 1, [14]], ['00658', 1, [76]], ['00928', 1, [23]], ['00717', 1, [7]], ['00643', 1, [86]], ['00835', 2, [7, 12]], ['00379', 1, [8]], ['00943', 1, [34]], ['00049', 1, [35]], ['00925', 1, [27]], ['00688', 1, [48]], ['00424', 1, [14]], ['00719', 2, [42, 113]], ['00297', 1, [42]], ['00993', 3, [46, 93, 105]]]"
stoolenzym,"[['00291', 1, [72]]]"
stooltrypsin,"[['00291', 1, [55]]]"
stop,"[['00804', 2, [77, 155]], ['00725', 1, [40]], ['00201', 2, [18, 62]]]"
storag,"[['00515', 1, [38]], ['00534', 1, [29]], ['00165', 1, [45]], ['00280', 1, [74]], ['00739', 1, [94]], ['00307', 2, [130, 283]], ['00118', 1, [45]], ['00709', 3, [33, 41, 116]], ['00634', 1, [56]], ['01088', 1, [79]], ['00166', 1, [41]]]"
store,"[['00018', 1, [153]], ['00165', 1, [65]], ['00280', 1, [52]], ['00251', 3, [27, 55, 60]], ['00707', 1, [68]], ['00709', 3, [7, 62, 66]], ['00121', 1, [29]], ['00175', 1, [90]]]"
stori,"[['00270', 1, [112]]]"
storm,"[['00295', 1, [117]]]"
strain,"[['00007', 9, [8, 65, 69, 76, 90, 95, 105, 139, 142]], ['00176', 2, [10, 72]], ['00718', 2, [23, 40]], ['00124', 1, [58]], ['00043', 1, [121]], ['00178', 4, [22, 85, 99, 119]], ['00495', 4, [36, 55, 65, 69]], ['00967', 1, [56]], ['01204', 2, [83, 105]], ['00008', 1, [88]], ['00467', 2, [46, 52]], ['00887', 1, [77]], ['00152', 1, [36]], ['00575', 2, [81, 94]], ['00802', 1, [16]], ['00451', 10, [19, 28, 44, 48, 56, 69, 73, 77, 93, 96]], ['00260', 13, [33, 45, 53, 55, 73, 78, 85, 92, 104, 109, 133, 147, 163]], ['00265', 2, [2, 12]], ['00912', 1, [81]], ['00523', 3, [38, 40, 77]], ['00281', 1, [42]], ['00079', 2, [28, 32]], ['00554', 5, [19, 26, 31, 36, 49]], ['00753', 1, [112]], ['00179', 7, [17, 62, 68, 70, 79, 90, 100]], ['00555', 5, [11, 29, 33, 50, 55]], ['00548', 1, [51]], ['00890', 1, [44]], ['00778', 1, [139]], ['01086', 6, [59, 70, 86, 95, 104, 113]], ['00177', 8, [3, 16, 19, 54, 78, 85, 98, 100]], ['00923', 1, [10]], ['01089', 4, [21, 78, 83, 90]], ['01171', 1, [40]], ['00589', 7, [16, 23, 43, 48, 69, 82, 105]], ['01042', 4, [19, 38, 80, 96]], ['00104', 1, [114]], ['00479', 1, [54]], ['00346', 1, [105]], ['00123', 2, [22, 33]], ['00086', 3, [4, 7, 17]], ['01090', 4, [25, 80, 83, 85]], ['00447', 2, [36, 69]], ['01227', 1, [34]], ['01112', 1, [55]], ['01142', 2, [39, 49]], ['01078', 1, [16]], ['00080', 1, [37]], ['00706', 4, [11, 41, 57, 72]], ['01157', 1, [77]], ['00655', 2, [44, 85]], ['01030', 1, [26]], ['00884', 3, [16, 35, 52]], ['00161', 3, [43, 48, 75]], ['00457', 2, [16, 36]], ['00550', 1, [83]], ['01029', 1, [106]], ['00696', 1, [68]], ['00745', 6, [19, 62, 127, 135, 148, 209]], ['01143', 1, [32]], ['00625', 6, [32, 39, 43, 52, 58, 64]], ['00556', 1, [19]]]"
strand,"[['00841', 3, [4, 34, 63]]]"
streak,"[['01116', 2, [28, 47]]]"
stream,"[['00173', 1, [56]], ['00792', 1, [14]]]"
strength,"[['00467', 1, [99]], ['00136', 1, [9]], ['00030', 2, [59, 89]], ['00448', 1, [56]], ['01020', 1, [56]], ['00868', 1, [22]], ['00760', 1, [75]]]"
strengthen,"[['00400', 1, [84]], ['00955', 1, [202]]]"
streptococci,"[['00152', 1, [30]]]"
streptococcus,"[['00384', 1, [32]], ['00668', 1, [18]], ['01018', 1, [15]]]"
streptomycin,"[['01086', 1, [45]], ['01089', 1, [37]]]"
stress,"[['00331', 1, [66]], ['00606', 1, [66]], ['00280', 1, [12]], ['00467', 2, [32, 82]], ['00927', 1, [10]], ['00701', 1, [43]], ['00239', 1, [41]], ['00585', 1, [94]], ['00954', 1, [89]], ['00595', 1, [37]], ['00838', 1, [50]], ['00551', 1, [23]], ['00064', 1, [37]], ['01117', 1, [26]], ['00682', 1, [42]], ['01041', 1, [90]]]"
strict,"[['00720', 1, [17]], ['01180', 1, [71]]]"
stride,"[['00821', 1, [11]]]"
strike,"[['00746', 1, [56]], ['00872', 1, [20]], ['00259', 1, [155]], ['00325', 1, [100]], ['00769', 1, [90]], ['01079', 1, [58]], ['00080', 1, [49]], ['00278', 1, [50]], ['00993', 1, [62]]]"
stringent,"[['00358', 1, [134]], ['00250', 1, [90]], ['00618', 1, [39]]]"
strip,"[['00483', 1, [38]], ['00712', 1, [61]], ['00849', 1, [55]], ['00600', 3, [2, 10, 50]], ['01014', 1, [23]], ['00033', 2, [11, 59]], ['00175', 4, [33, 56, 80, 99]], ['00596', 1, [67]], ['00234', 2, [50, 95]]]"
stripe,"[['00947', 2, [3, 8]]]"
stroma,"[['00667', 1, [84]]]"
stromal,"[['01125', 1, [91]]]"
strong,"[['00515', 1, [100]], ['00895', 2, [50, 99]], ['00229', 1, [12]], ['00485', 1, [55]], ['01175', 1, [23]], ['00341', 1, [65]], ['00612', 1, [131]], ['00547', 1, [7]], ['00268', 1, [111]], ['00605', 1, [35]], ['00329', 1, [12]], ['00789', 1, [19]], ['01096', 1, [41]], ['00356', 1, [87]], ['01146', 1, [28]], ['00464', 1, [17]], ['00163', 2, [95, 123]], ['01014', 1, [109]], ['01020', 1, [81]], ['00762', 1, [51]], ['00418', 1, [35]], ['00533', 1, [90]], ['00631', 3, [31, 91, 119]], ['00476', 1, [58]], ['00667', 1, [123]], ['01172', 1, [99]], ['01179', 1, [32]], ['01160', 1, [90]]]"
stronger,"[['00583', 1, [61]], ['00341', 1, [62]]]"
structur,"[['00351', 1, [18]], ['00567', 1, [40]], ['00496', 1, [79]], ['01004', 2, [49, 57]], ['00857', 1, [45]], ['01144', 1, [79]], ['01139', 1, [55]], ['00564', 2, [123, 141]], ['00133', 1, [33]], ['00499', 2, [40, 48]], ['00370', 2, [41, 95]], ['00463', 2, [27, 115]], ['00511', 1, [85]], ['00400', 1, [18]], ['00861', 1, [34]], ['00500', 1, [38]], ['01092', 1, [98]], ['01079', 2, [27, 38]], ['00675', 1, [11]], ['00274', 1, [39]], ['01194', 1, [52]], ['00126', 1, [108]], ['00530', 1, [169]], ['00821', 1, [1]], ['01223', 1, [20]], ['00516', 2, [39, 67]], ['00309', 1, [18]], ['00364', 1, [31]], ['00241', 1, [20]], ['00702', 1, [64]], ['00120', 1, [48]], ['00441', 1, [137]], ['00481', 1, [30]], ['00522', 1, [144]], ['00950', 1, [63]], ['00792', 1, [16]], ['00832', 1, [34]], ['00201', 2, [89, 132]]]"
stuart,"[['00281', 1, [6]]]"
student,"[['00107', 1, [69]], ['00689', 1, [38]], ['00956', 2, [137, 164]]]"
